left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
nsh,0.050168745,0.27883896,0.17713006,0.14644572,0.27853453,0.090396136,0.328816,0.24202383,0.108379565,0.19969049,0.06578164,0.156454,0.20468439,0.051701274,0.06520097,0.2521577,0.14817931,0.3354131,0.11746459,0.03934773
nsm,0.49553174,0.2670311,0.20077637,0.15424144,0.21558598,0.05871683,0.051668137,0.04876849,0.038436286,0.09818761,0.37562004,0.20375243,0.057792515,0.083249174,0.23452556,0.33151942,0.39870542,0.3488297,0.06353369,0.25617465
ntr,0.06949834,0.1266726,0.0809478,0.48495638,0.09097906,0.07583316,0.08643235,0.10770401,0.080449276,0.045464985,0.06610898,0.09268369,0.11102153,0.25161693,0.12985915,0.033632547,0.07720723,0.04773701,0.082035825,0.06105064
nud,0.17395349,0.053282633,0.076148465,0.1450791,0.1645342,0.05264841,0.049041264,0.2288143,0.15152028,0.13806796,0.186697,0.18872464,0.1990853,0.11116537,0.22269933,0.23054838,0.07992494,0.21693932,0.14765951,0.22432958
nvi,0.24130839,0.11170183,0.11495784,0.2927914,0.26641956,0.05182765,0.26664984,0.10561046,0.14719513,0.12208858,0.1793292,0.24506278,0.08955307,0.11919367,0.15770155,0.40806037,0.384458,0.1354809,0.08635607,0.15051924
nwb,0.06830396,0.08035355,0.12321025,0.069582455,0.0833045,0.07484952,0.07989352,0.06752817,0.06018686,0.11139256,0.12773536,0.061352298,0.09731537,0.04226678,0.076779544,0.057716124,0.14585516,0.10683757,0.043792114,0.0761907
nwi,0.2451746,0.14239511,0.20219055,0.06000272,0.23554441,0.2144355,0.3693378,0.16426855,0.116639815,0.12932418,0.24495207,0.2518039,0.21933976,0.28781843,0.27342045,0.10936159,0.20580822,0.17413354,0.21817869,0.110916376
nwj,0.15766002,0.1643594,0.24785602,0.050570033,0.09444058,0.1409589,0.09490547,0.07828666,0.14852884,0.2615323,0.1433046,0.15715277,0.1843116,0.3138144,0.094720885,0.08239106,0.074105665,0.15314159,0.18514945,0.06138642
nwk,0.17813514,0.12174989,0.118351,0.08848465,0.18568023,0.13907003,0.35774797,0.16578405,0.065330885,0.120198734,0.18153779,0.14457396,0.12931357,0.1258029,0.13819139,0.11198758,0.14214616,0.14134113,0.25642532,0.22741374
nxb,0.3779474,0.28821534,0.29049554,0.097255945,0.39054537,0.21074775,0.18621507,0.27433306,0.29467693,0.21953519,0.14259076,0.16654043,0.16315913,0.17989345,0.13222124,0.16778222,0.0732798,0.38187686,0.5637353,0.29391807
nxh,0.17507425,0.21941234,0.16966447,0.19422959,0.12222514,0.13783506,0.19076632,0.22357048,0.14451504,0.16768914,0.24943353,0.13107473,0.084192485,0.10802853,0.16714337,0.14307712,0.08980021,0.26016808,0.12990254,0.09674607
nxo,0.19820645,0.0749572,0.2787452,0.071747035,0.116018675,0.08391112,0.16420028,0.16223904,0.1562442,0.085084885,0.11440025,0.15157914,0.22861092,0.13912001,0.11977505,0.11232521,0.11227233,0.11076251,0.14691661,0.106664225
nyd,0.17706373,0.09978621,0.059165113,0.060880594,0.09108765,0.13686088,0.07536863,0.099784,0.054413356,0.08365316,0.1339193,0.0950924,0.12732783,0.12473841,0.06875538,0.04487966,0.08392221,0.132653,0.11832285,0.054108698
nyr,0.21851823,0.18509619,0.16707437,0.19331655,0.22562912,0.16900167,0.32173854,0.110026635,0.2889526,0.16776477,0.034883298,0.06687053,0.37632644,0.10193917,0.15943715,0.2424067,0.04947566,0.45164195,0.04725837,0.19829486
nys,0.14022693,0.20241305,0.18228304,0.102227926,0.15204671,0.08856994,0.12992038,0.18701492,0.14882386,0.248537,0.07531651,0.16219693,0.18237562,0.16148296,0.05217936,0.079162054,0.22867794,0.090200014,0.0878508,0.19495451
nyt,0.14052834,0.15892233,0.059118673,0.2867958,0.1880274,0.1262874,0.1620146,0.08054078,0.27662382,0.0955528,0.24519941,0.06907101,0.25385165,0.08427014,0.050350625,0.26012006,0.16884488,0.18985656,0.06756757,0.1988151
nyy,0.061684914,0.11950748,0.19660078,0.17352358,0.22417614,0.23024389,0.48732162,0.41080973,0.24540502,0.4122105,0.14132702,0.6475362,0.07621825,0.33836502,0.07139204,0.11605096,0.28177482,0.08982076,0.31089184,0.17722784
nyz,0.102456704,0.13517718,0.34301707,0.2363154,0.10478907,0.097928315,0.23032153,0.43048388,0.2160279,0.20814168,0.4130379,0.26640576,0.19130662,0.08144097,0.1336101,0.26682383,0.06698379,0.27059227,0.113479465,0.41706422
nzb,0.37688524,0.29790264,0.2700448,0.06533931,0.13331257,0.15467948,0.21225595,0.046874803,0.16940178,0.32997563,0.46244526,0.30542254,0.07614915,0.24875844,0.17240454,0.14568889,0.34492248,0.10503158,0.07196297,0.09077575
nzw,0.10785571,0.20194577,0.08575036,0.14018364,0.0942401,0.09399027,0.07817682,0.08093237,0.08794362,0.08543535,0.10237545,0.07750444,0.1127806,0.13248874,0.11264833,0.08216722,0.11169182,0.09791197,0.08697708,0.14068648
oad,0.19357538,0.16655758,0.047622494,0.06906934,0.039923534,0.16475797,0.035522707,0.054019745,0.25178978,0.11140464,0.069756955,0.20732012,0.31007367,0.21508658,0.22579992,0.25974858,0.26658866,0.26673135,0.021427067,0.061105657
obc,0.12133591,0.45450804,0.1289817,0.047716364,0.13552423,0.36683875,0.25865248,0.056812957,0.20384485,0.15751788,0.07926241,0.124503314,0.5027004,0.24547929,0.39493245,0.10440778,0.41894022,0.12198867,0.16263507,0.2939824
obj,0.073970556,0.17284817,0.038344108,0.2181111,0.13681835,0.09649565,0.10470392,0.11877961,0.039957557,0.18451956,0.35156175,0.123853445,0.06250635,0.12347862,0.10127485,0.26885718,0.05805516,0.08479053,0.13760483,0.2748324
obx,0.06819447,0.036636755,0.04147444,0.0906983,0.09650838,0.11785324,0.033687778,0.043272045,0.10743387,0.035060022,0.054901868,0.06809634,0.0960494,0.04295787,0.07308051,0.09001399,0.16907653,0.05841504,0.08406194,0.11437371
oby,0.09851291,0.06435243,0.08890943,0.17741154,0.09357656,0.080571145,0.16423619,0.09416323,0.076774314,0.046938684,0.10099717,0.080007866,0.110929325,0.049872424,0.08035106,0.10958475,0.21539693,0.057346366,0.17013916,0.050517134
ocj,0.08981004,0.08876584,0.2074177,0.08486444,0.093480505,0.046450853,0.140031,0.07252912,0.14386143,0.15668744,0.087725386,0.2689827,0.092233226,0.062006526,0.1697123,0.040990025,0.24519426,0.18231443,0.11887777,0.08607669
ocs,0.058654804,0.09939924,0.17923403,0.15057652,0.14990763,0.21506338,0.12308629,0.11358634,0.13033216,0.101102605,0.15728083,0.20089728,0.13485973,0.10622412,0.13692376,0.19007388,0.13638176,0.12601088,0.1666261,0.11303366
oda,0.09919755,0.22060911,0.17452922,0.14263967,0.12051186,0.13926785,0.15672296,0.09225125,0.17937174,0.08879754,0.10411438,0.11511879,0.120244,0.13111365,0.094425626,0.16085157,0.148928,0.060140073,0.098956704,0.10210044
odo,0.04159847,0.064996734,0.09458692,0.06503984,0.108463615,0.06794628,0.10699209,0.08255664,0.31206727,0.10549759,0.05856216,0.11509351,0.059831038,0.06599421,0.13452342,0.055984415,0.088206954,0.12524009,0.098846465,0.049213186
oei,0.03416906,0.20209146,0.06857972,0.055420477,0.15533695,0.09777439,0.19428441,0.073460355,0.36338055,0.41981223,0.19206548,0.10312244,0.13914052,0.39282793,0.49971917,0.42220592,0.06266855,0.26906654,0.39018807,0.15582293
oek,0.056703527,0.08267318,0.041193366,0.09837957,0.07911116,0.122721866,0.06769718,0.09509862,0.09635517,0.039827377,0.16212077,0.060527325,0.057904996,0.06906384,0.07312482,0.12313518,0.07801518,0.08139333,0.089675784,0.06941232
oem,0.1261299,0.2403453,0.14992853,0.23620275,0.40260607,0.06819038,0.08585395,0.09325483,0.19145395,0.13336375,0.16105944,0.20942084,0.18957573,0.088889614,0.15732512,0.15241519,0.20952404,0.20652075,0.16300815,0.23033197
oer,0.077678904,0.22124696,0.14187855,0.21600096,0.11500175,0.18597214,0.06761064,0.09335197,0.19834635,0.27434143,0.3623383,0.23485453,0.30881104,0.19197637,0.10769709,0.23088408,0.28823403,0.092457265,0.10468962,0.08745624
ofc,0.27339774,0.22022502,0.17022038,0.096933186,0.17223445,0.34378636,0.21104935,0.07994587,0.15256429,0.08013943,0.25543475,0.13776964,0.10592216,0.25084054,0.09434579,0.17445451,0.12692279,0.16558103,0.088263854,0.20085819
ofw,0.08525628,0.07768546,0.13564695,0.093262196,0.07920114,0.1025897,0.055668317,0.10851134,0.060361758,0.11369254,0.107658036,0.112099454,0.49366975,0.14820379,0.19791704,0.109166615,0.10877937,0.06540117,0.107867435,0.08586478
ofx,0.29734835,0.06600564,0.4205796,0.43647033,0.060242645,0.05481699,0.3700042,0.055737264,0.43650734,0.12445497,0.17601356,0.023724742,0.33816284,0.037679974,0.13036752,0.109129,0.2905041,0.29635698,0.044584908,0.050236132
ofy,0.099736065,0.12479256,0.057942465,0.19236751,0.22221571,0.26631063,0.16861823,0.08180484,0.1555191,0.17467439,0.3879749,0.09725605,0.038604844,0.41063297,0.39884302,0.24373265,0.061431978,0.21392047,0.2460326,0.24268538
ogd,0.22944608,0.15962079,0.19067161,0.09656758,0.17031214,0.21760662,0.15052347,0.07590781,0.074924,0.10161847,0.2244354,0.14240912,0.08249216,0.10456559,0.19546865,0.16204423,0.09164436,0.11903555,0.1199341,0.20830846
oge,0.3613611,0.20173422,0.22506197,0.23301576,0.22877118,0.33902782,0.17964879,0.5192947,0.06521091,0.28463233,0.17591222,0.25614122,0.2780636,0.24385531,0.1721853,0.22974987,0.20693195,0.20177954,0.3931412,0.078371406
ogg,0.072183065,0.08844689,0.13873053,0.13585714,0.069912955,0.07452738,0.06354273,0.10415764,0.1095292,0.089511454,0.21003923,0.052469436,0.105859905,0.06661406,0.09497337,0.08656192,0.07904768,0.07596546,0.110568404,0.08299134
ogo,0.048260093,0.10246484,0.18436205,0.2437515,0.107439965,0.17491567,0.102348,0.07354068,0.085415944,0.17578208,0.20299846,0.47443515,0.39967468,0.05297645,0.15309873,0.31634614,0.12949109,0.31185094,0.27400127,0.02035759
ohh,0.11715397,0.17545708,0.25257826,0.15533918,0.053701833,0.08050363,0.24425608,0.07386047,0.06891152,0.08020504,0.11640361,0.13049538,0.28186536,0.17593256,0.28903943,0.052099846,0.11916052,0.115370184,0.18809675,0.1245446
oie,0.14073145,0.14962277,0.06168332,0.16406852,0.16764846,0.11170298,0.14532194,0.08095383,0.11373091,0.17147811,0.13666466,0.049835388,0.14643067,0.07741904,0.1974382,0.21665037,0.12909469,0.13307002,0.15113628,0.15469047
oin,0.40161988,0.34546235,0.08838661,0.10727738,0.2075769,0.15624847,0.13462597,0.046903685,0.06729583,0.21552497,0.26128802,0.09769149,0.2407027,0.33245444,0.34205014,0.12782878,0.2668971,0.1670493,0.12889697,0.069876105
oio,0.31068853,0.14937475,0.3617269,0.23367575,0.27932757,0.35006768,0.09433652,0.21266806,0.21014017,0.3966092,0.2996261,0.45167428,0.17166197,0.21226117,0.28805307,0.13045809,0.28378645,0.37213182,0.27722514,0.2442991
oit,0.035283174,0.09594948,0.20451292,0.07212644,0.09404205,0.095708944,0.07464956,0.10162171,0.056628928,0.0989639,0.04359426,0.061699282,0.08972106,0.091686055,0.085225016,0.10734816,0.058892,0.09342479,0.10162136,0.08589958
oix,0.37934577,0.35501322,0.17337544,0.4378718,0.18598501,0.19155377,0.26902092,0.20595665,0.09087643,0.16538157,0.07614295,0.0898382,0.056632623,0.09560493,0.24950515,0.20191148,0.09031303,0.16265845,0.13933982,0.10544943
oiy,0.11373072,0.37152466,0.07286477,0.082210585,0.31638563,0.25760463,0.3664186,0.105483584,0.4148394,0.16114737,0.21368432,0.20373756,0.31725082,0.16266437,0.108872145,0.24593228,0.23411089,0.1881709,0.34555727,0.15589912
oji,0.11343782,0.11486195,0.099207886,0.1360327,0.24928127,0.20249745,0.06693196,0.09860903,0.112087466,0.092094585,0.16985011,0.09717354,0.16581488,0.13409664,0.1759937,0.15241301,0.09529449,0.1387062,0.12863573,0.15969375
okh,0.09020421,0.06773854,0.10247153,0.18823284,0.13938323,0.23844019,0.13168132,0.1110163,0.07237084,0.10307687,0.079177156,0.10645373,0.2388387,0.18644693,0.14505011,0.13306555,0.206598,0.09433074,0.14094996,0.33786437
oks,0.2590363,0.16284369,0.056436613,0.09644602,0.034382526,0.063878864,0.040576022,0.16710612,0.094269946,0.16111812,0.097789995,0.15407005,0.19101904,0.14227621,0.049946293,0.029322611,0.021067154,0.029528918,0.14355585,0.022277348
olk,0.056531966,0.22105938,0.117126256,0.16359606,0.11671969,0.112309396,0.15564504,0.08179205,0.08509432,0.077653795,0.11394198,0.21879324,0.111540645,0.07751721,0.06292177,0.10383933,0.059570376,0.072302304,0.11008507,0.08360502
oln,0.21585983,0.098967694,0.0931088,0.12066515,0.0960521,0.16768612,0.054776452,0.18948182,0.12337622,0.09178454,0.11814248,0.18731757,0.1454753,0.13726974,0.229231,0.072432965,0.2021711,0.13225648,0.0835381,0.1250711
oms,0.11211264,0.08209956,0.24601516,0.19773892,0.14970802,0.17824334,0.19953232,0.20703988,0.06923781,0.15629546,0.23248416,0.06848345,0.060504198,0.24042572,0.06870693,0.11948798,0.060661264,0.24596477,0.15752034,0.21070811
omv,0.10790281,0.23786429,0.09241329,0.111821756,0.13601819,0.080717675,0.088529676,0.11535251,0.118398845,0.07567601,0.07879552,0.10577137,0.096125856,0.14175561,0.06460683,0.1299442,0.10114458,0.060372397,0.068446726,0.143347
onl,0.07021906,0.10167332,0.19407347,0.15441182,0.23078242,0.10017676,0.05139766,0.11701758,0.21833266,0.18929516,0.096223526,0.16424283,0.09093088,0.05781711,0.03652769,0.05642438,0.39061016,0.25999954,0.09398264,0.22087783
onm,0.039435197,0.19262287,0.120127544,0.20253423,0.1751966,0.08178592,0.044517387,0.08797866,0.37850142,0.2369674,0.2584301,0.34963682,0.07597087,0.2645202,0.29688254,0.06854891,0.05729547,0.045003545,0.12230841,0.057006218
ooc,0.23026952,0.14896846,0.10089411,0.09530509,0.23710768,0.14262027,0.3633709,0.18096474,0.08396779,0.10785083,0.3814444,0.28061453,0.23024952,0.0985327,0.3249492,0.20692737,0.34685293,0.073316686,0.10872555,0.15767986
ooj,0.24522042,0.21620244,0.067738324,0.25360343,0.22486486,0.09176721,0.17951772,0.05876234,0.12464102,0.15382023,0.07578008,0.058472406,0.06874429,0.20928827,0.114381626,0.2530713,0.10813327,0.042399414,0.109716,0.13643315
oos,0.073277265,0.10954091,0.05385206,0.08214119,0.04231096,0.09464325,0.10661686,0.105857044,0.058907993,0.11742496,0.0844871,0.103823036,0.09620617,0.086773954,0.09716689,0.09656991,0.09196494,0.080148205,0.06398035,0.09733743
oov,0.07364857,0.15631175,0.14923811,0.17484544,0.13941626,0.095354445,0.11371406,0.094791636,0.19335015,0.09527271,0.11869915,0.09505074,0.1653341,0.12774642,0.09892255,0.09929635,0.14270753,0.070397146,0.07414563,0.09977037
opq,0.092799634,0.44188726,0.21263982,0.22978818,0.20298713,0.2671718,0.04432235,0.019666953,0.28943563,0.03451132,0.2802378,0.27429026,0.1739999,0.27539453,0.0679538,0.20871666,0.20268106,0.16059718,0.2904978,0.114653796
oqh,0.28171533,0.26054233,0.26292872,0.23933792,0.31034493,0.23061894,0.2891358,0.16295907,0.112087786,0.024702255,0.102360174,0.086786315,0.26034936,0.19387853,0.11304212,0.23935625,0.08520435,0.21995106,0.12149119,0.051730134
oqw,0.08068183,0.09002114,0.14272782,0.12746504,0.16290143,0.13154903,0.12113265,0.118044525,0.13870287,0.1586872,0.07251902,0.11408374,0.09252226,0.17571537,0.12706809,0.16572824,0.13637662,0.25621247,0.14752632,0.060180295
oqy,0.17921232,0.15001777,0.08231385,0.10393737,0.0979735,0.08916399,0.09351179,0.081221506,0.10445364,0.11201383,0.07405763,0.1397793,0.14862648,0.093712464,0.088833205,0.08590401,0.11385675,0.09758338,0.11338125,0.15950443
orc,0.132859,0.08996446,0.089693844,0.17781544,0.07238899,0.15339206,0.14665383,0.15804216,0.09808725,0.20647031,0.10299533,0.13276432,0.07666354,0.31400287,0.12511265,0.077729285,0.10721649,0.09677749,0.16829014,0.09715243
orj,0.06820305,0.32787195,0.15538007,0.067964986,0.23883075,0.36006257,0.28178114,0.04164349,0.22857094,0.34581405,0.2612224,0.1956374,0.13818224,0.08485806,0.039370064,0.22747092,0.08042756,0.30568445,0.20997609,0.2578972
oro,0.0532469,0.055036925,0.10701209,0.12094262,0.13491574,0.13596988,0.11235784,0.08041495,0.1973263,0.14024198,0.096613474,0.15295382,0.038724646,0.113542676,0.28231186,0.16878545,0.13823967,0.084731445,0.08248028,0.11918375
orp,0.081529275,0.15363991,0.09124572,0.093353175,0.10518079,0.15311378,0.1433965,0.1070305,0.15097551,0.092481755,0.14828525,0.16428587,0.11228299,0.12470126,0.13709757,0.22646144,0.18320093,0.1039445,0.19322205,0.13985568
osg,0.06358811,0.12856378,0.07272057,0.15739727,0.10744709,0.094595,0.23371178,0.1497621,0.15327787,0.08267415,0.12759188,0.057331286,0.10537146,0.14096539,0.13326508,0.09298062,0.1084262,0.10951971,0.07586906,0.07333835
osx,0.21223003,0.14544216,0.106477015,0.21069062,0.067184135,0.09711274,0.11499365,0.1695841,0.3097877,0.21734181,0.058162972,0.35417968,0.21952201,0.08005305,0.07887094,0.09642835,0.24716412,0.06957753,0.102401175,0.13757518
ota,0.13905771,0.16053,0.12845851,0.07850828,0.16242588,0.14312331,0.12494431,0.11972862,0.17950585,0.092387885,0.16427596,0.124909595,0.10176621,0.11760472,0.14740376,0.14730594,0.14086768,0.19212489,0.121223316,0.20430118
ouk,0.35956526,0.08561014,0.10766845,0.40060535,0.16314602,0.12829186,0.37019622,0.081638806,0.34792978,0.15876809,0.10282551,0.26860642,0.21414381,0.0604349,0.14098196,0.22652104,0.23971869,0.12325771,0.11328775,0.32039472
oum,0.11958737,0.17516981,0.2114123,0.15257823,0.14841098,0.303151,0.19531102,0.25325334,0.09606899,0.13271162,0.04977268,0.27597952,0.09702094,0.11098542,0.25190705,0.14659138,0.24137874,0.24525815,0.08753675,0.081386305
out,0.11524143,0.10775832,0.13579588,0.16714935,0.08559398,0.11375183,0.13287626,0.14581856,0.13275711,0.09877347,0.10661812,0.15769306,0.07790859,0.14709458,0.21647234,0.16351032,0.1167267,0.16251451,0.17670992,0.061617643
ovb,0.160303,0.18006697,0.19909069,0.2503908,0.23925298,0.23589315,0.20602389,0.20277171,0.15275086,0.13161126,0.17673187,0.13450226,0.15633255,0.20931704,0.2117082,0.12834273,0.14570622,0.24220262,0.31002232,0.20274873
ovm,0.13057828,0.06533235,0.12480895,0.09277038,0.23759006,0.07002266,0.19326192,0.120806426,0.31110162,0.21360645,0.14795768,0.113848954,0.16309544,0.15745763,0.09595464,0.17050713,0.16372748,0.15679695,0.2645055,0.21835676
ovo,0.24642147,0.2726111,0.22811246,0.25498474,0.287386,0.122822165,0.15537575,0.15938461,0.15146473,0.18689097,0.1575159,0.3553053,0.16646998,0.39793158,0.23574471,0.35842624,0.06394051,0.39077583,0.23942618,0.13307442
ovr,0.10000706,0.15025187,0.22261065,0.10749553,0.14557365,0.099076904,0.19304515,0.13038793,0.14322162,0.13366744,0.16737562,0.1579216,0.1658088,0.10458348,0.15173614,0.061956752,0.080808565,0.11967269,0.11422593,0.09472419
ovs,0.049797066,0.25448647,0.16154367,0.1118463,0.07042753,0.13154845,0.1530767,0.058733158,0.4670916,0.0809098,0.38060635,0.0581645,0.12802704,0.13084227,0.083773315,0.095517434,0.10185835,0.1093468,0.15626389,0.11545861
ovx,0.17702523,0.16802691,0.23708487,0.19335192,0.12545495,0.23259474,0.17191449,0.2971785,0.033705357,0.26641017,0.27133635,0.37820494,0.11190308,0.29449543,0.19706897,0.21891823,0.32724857,0.32992393,0.34422758,0.10203134
owd,0.068288,0.09855957,0.1125055,0.08044938,0.12168525,0.1549119,0.060351,0.060064673,0.08735336,0.10979286,0.061163392,0.06496734,0.08669898,0.08863347,0.11230533,0.15998113,0.07169922,0.12730393,0.14485066,0.06810014
owu,0.13987653,0.12797454,0.110592335,0.17056139,0.073821016,0.31999257,0.058392376,0.118744,0.2909687,0.17648834,0.26396477,0.059502445,0.11080049,0.20768319,0.2711029,0.28087658,0.39867026,0.119982794,0.15952174,0.42071024
oxd,0.060962185,0.06670906,0.33857244,0.32743296,0.06546786,0.36489332,0.29453906,0.21215497,0.07018104,0.06441013,0.4502575,0.21078888,0.36722335,0.07905404,0.26701146,0.12046692,0.39892924,0.108240366,0.11848541,0.36146063
oxj,0.10908626,0.119074285,0.08269788,0.10320881,0.11577691,0.10021126,0.11609332,0.06845665,0.09623114,0.13386065,0.07765901,0.054467037,0.06848064,0.060542423,0.1093173,0.13560781,0.099036545,0.17712452,0.0765212,0.10397307
oxm,0.4800669,0.22577578,0.16573045,0.49778068,0.072731,0.15016623,0.079395935,0.4584763,0.21784177,0.051385336,0.2730791,0.14979348,0.2902633,0.19866998,0.225656,0.1126662,0.15762386,0.27082807,0.21772212,0.123343125
oxo,0.16109116,0.13747852,0.06643106,0.31961873,0.16198938,0.33993286,0.22695404,0.48279178,0.18115248,0.2676129,0.08768813,0.11699508,0.29258335,0.052617077,0.048965015,0.23298626,0.35133448,0.26171973,0.14683425,0.30344662
oxt,0.26200104,0.057031672,0.20906055,0.30808672,0.33851162,0.2664969,0.28949127,0.2746895,0.04330609,0.16059858,0.2825082,0.30991402,0.31727037,0.17042938,0.3244267,0.15710059,0.15808962,0.077,0.23813699,0.2937353
oxu,0.22070327,0.2628427,0.27495396,0.096032806,0.55142176,0.31572884,0.10872847,0.0716887,0.13330066,0.3240996,0.07135287,0.28384763,0.33504042,0.15527074,0.104668126,0.23107834,0.20191598,0.11391327,0.10973425,0.14818321
oyl,0.115331054,0.1721302,0.14648718,0.05832862,0.110721976,0.09240565,0.13776633,0.12490197,0.21019372,0.10726623,0.12373363,0.12902248,0.115335636,0.11035712,0.18528518,0.10670029,0.0850271,0.18886092,0.17390126,0.1730328
oyr,0.26252145,0.085815996,0.3624116,0.20586775,0.33068585,0.319147,0.19165738,0.110617176,0.11523043,0.07166782,0.35037795,0.24161315,0.06984101,0.08655881,0.12819767,0.090538934,0.07500853,0.37210953,0.15734343,0.21347257
ozj,0.04244999,0.5204474,0.14608027,0.14837942,0.045172248,0.13030232,0.10075132,0.3231777,0.09510144,0.43749124,0.3909405,0.3824949,0.3382705,0.47849694,0.028931418,0.39114332,0.20055698,0.11018734,0.43354303,0.10460834
pag,0.1951218,0.110513724,0.12293853,0.087414525,0.12244557,0.07229744,0.22940661,0.119035654,0.11934884,0.329812,0.25239503,0.15636286,0.17933282,0.17080903,0.19820489,0.080237895,0.15737551,0.23395479,0.07829021,0.17171802
pam,0.2337072,0.1842207,0.09389666,0.15986729,0.0972239,0.1444935,0.24430285,0.30988854,0.12710094,0.3007693,0.11339108,0.14614865,0.103637874,0.088408396,0.08484086,0.103517935,0.05096447,0.113971874,0.22365588,0.06548398
pan,0.091603294,0.05871334,0.12334845,0.08425476,0.16529709,0.111575454,0.046628244,0.10183984,0.09365328,0.11301085,0.16218542,0.1515621,0.08647792,0.09709518,0.0883875,0.100712985,0.093547136,0.11833128,0.16335616,0.1702601
pau,0.03453754,0.10930405,0.23253632,0.2595518,0.11766437,0.13769497,0.17904097,0.10798409,0.118163325,0.12964669,0.04630081,0.15914094,0.1271978,0.27636814,0.1458297,0.055343755,0.26475444,0.28095683,0.31132627,0.059219062
pbb,0.23625827,0.23877808,0.072815664,0.076787256,0.35901195,0.19980766,0.14763652,0.09466609,0.11525447,0.26390073,0.3982541,0.08840889,0.10324292,0.3107315,0.16361582,0.25048026,0.2746362,0.15016794,0.21902415,0.34417444
pbn,0.1148598,0.15355071,0.10842955,0.14792165,0.33398303,0.10090922,0.18318422,0.19382657,0.08860542,0.13589223,0.077771224,0.11053747,0.14451784,0.17343313,0.18654864,0.05456019,0.16914287,0.052991427,0.09628883,0.15686028
pcf,0.35140154,0.067977384,0.05966229,0.08771704,0.25567687,0.15786307,0.14862102,0.4444916,0.21842554,0.44613802,0.25889912,0.28559065,0.07199129,0.31509012,0.37533495,0.119259045,0.38891912,0.041501917,0.40977487,0.54224133
pcp,0.15915443,0.12567087,0.14740574,0.16676165,0.2551522,0.24932906,0.14643797,0.1417574,0.14541423,0.24838673,0.13278171,0.09735921,0.17690921,0.054105066,0.20336935,0.069782734,0.071884155,0.060570233,0.06624293,0.043713562
pdm,0.12885699,0.10181087,0.22133149,0.11317758,0.35353073,0.399323,0.0675657,0.14970571,0.3342264,0.43654016,0.030429583,0.124215126,0.15201427,0.08406583,0.24326646,0.12055032,0.39681363,0.11508155,0.1326931,0.3288437
pdo,0.16458148,0.048119754,0.112232,0.29835626,0.22041985,0.08047202,0.041586623,0.13800491,0.2632425,0.057745222,0.063165896,0.10896662,0.08906064,0.17029145,0.109655514,0.110183,0.16101784,0.19303066,0.22055641,0.20774074
peb,0.055925153,0.06823248,0.089025855,0.24780886,0.10095219,0.09943349,0.19985443,0.28028023,0.16927002,0.19886163,0.08691624,0.24716906,0.26053178,0.15493542,0.37530494,0.090080835,0.09580088,0.06454328,0.09139481,0.26389533
pee,0.30761898,0.060185544,0.10499691,0.05316105,0.21457967,0.15432653,0.07418585,0.25070313,0.20375916,0.1662236,0.2577193,0.13379234,0.25610414,0.15313621,0.24036773,0.04627019,0.34968814,0.054394357,0.194656,0.041376807
peg,0.08895123,0.1871951,0.18231615,0.09867214,0.059173793,0.122047886,0.10834132,0.06269465,0.11881083,0.15719464,0.1256808,0.10540086,0.07738085,0.15639143,0.11149313,0.07793078,0.11635505,0.15343276,0.07640358,0.09603815
peo,0.09634349,0.119773984,0.108386554,0.22839504,0.17398658,0.09312439,0.10417235,0.20289883,0.20620845,0.3088945,0.11585583,0.12409899,0.08904968,0.111548394,0.23263079,0.18435484,0.21190727,0.12187791,0.33742076,0.27829728
peq,0.41557494,0.44201675,0.30180666,0.22198522,0.06659904,0.16913109,0.20580053,0.13952132,0.26869664,0.09310561,0.41891366,0.5228666,0.14218113,0.12173865,0.3098821,0.081980705,0.4004578,0.22812358,0.09183868,0.4057451
pev,0.25825152,0.10915427,0.11502622,0.35730502,0.1640462,0.12970905,0.058942586,0.088629276,0.33503732,0.13519542,0.04519396,0.24080387,0.10140071,0.06706464,0.26025292,0.16714466,0.32300442,0.23928328,0.23339051,0.0777149
pfc,0.17219108,0.08343449,0.12513383,0.060896583,0.25061432,0.1377809,0.038468264,0.084890656,0.07728061,0.062335476,0.07569664,0.15907282,0.1783615,0.16304234,0.08959806,0.10830502,0.11235083,0.08247344,0.07009728,0.147869
pfw,0.060367923,0.11084159,0.15650973,0.08520125,0.09037843,0.112823,0.17052163,0.14970616,0.07385335,0.18325509,0.108252324,0.06099014,0.06564918,0.10618029,0.14435853,0.10845171,0.094767086,0.1254341,0.061617993,0.064422324
pfx,0.12208819,0.16662827,0.20293352,0.14529514,0.116572574,0.15231496,0.12892827,0.11710851,0.07675029,0.041067857,0.06953208,0.09982605,0.058681205,0.12632042,0.13118982,0.12637174,0.072955236,0.09883577,0.105011255,0.08616476
pgc,0.17334178,0.17672732,0.1347609,0.16511899,0.22345993,0.056570377,0.16687506,0.15519771,0.15930855,0.14635181,0.29154545,0.24455611,0.10829611,0.23338746,0.058658164,0.056435723,0.17819926,0.047811583,0.10497552,0.22536473
pgk,0.09160518,0.13544625,0.104764536,0.11496741,0.1353868,0.18459731,0.23186809,0.052305806,0.07644631,0.06453979,0.16400206,0.065831095,0.18171167,0.19148108,0.09215698,0.1737526,0.11680274,0.102722235,0.1866699,0.15809059
